37.29541	13.46543	307.05329	-0.0864	-0.00708	0.02093	0.42413
37.02254	13.62309	307.06752	-0.06113	0.00084	0.01391	0.28396
36.99611	13.61552	307.07177	-0.06029	-0.00212	0.01456	0.28119
36.81642	13.59752	306.9648	-0.04792	-0.00142	-0.01742	0.19901
36.85606	13.55889	306.9958	-0.05264	0.00869	0.0129	0.23603
36.81812	13.54735	307.01363	-0.05554	0.01672	0.00697	0.23792
36.85063	13.51126	306.98989	-0.06556	0.02409	0.00775	0.22509
36.8499	13.52815	307.01163	-0.06419	0.02222	0.00873	0.21307
36.84916	13.53101	306.99065	-0.05776	0.02814	0.00903	0.20412
36.79996	13.5389	306.9855	-0.05683	0.02054	0.00763	0.21029
36.80299	13.52697	306.98037	-0.05514	0.01886	0.00434	0.20373
36.80079	13.54942	306.98177	-0.05879	0.02379	0.00782	0.20219
36.78245	13.51824	306.97494	-0.0608	0.01998	0.00649	0.2145
36.75374	13.56829	306.94492	-0.05147	0.02189	0.00597	0.20375
36.79595	13.56333	306.98331	-0.05397	0.02868	0.0025	0.20717
37.02649	13.60168	307.01709	-0.05758	0.06476	0.00784	0.20436
37.68151	13.95487	307.31724	-0.09283	0.15237	-0.0121	0.21088
40.04518	14.11238	308.16389	-0.22219	0.5722	0.15494	0.26311
42.75067	13.99316	309.43194	-0.30258	0.86495	0.54102	0.25274
48.14953	14.68819	312.33804	-0.21321	2.02181	1.47539	0.22318
56.34187	15.77257	320.63418	-0.39714	3.44436	1.94892	0.31901
59.37305	15.30992	333.31319	-0.46146	2.63356	1.60905	0.27556
59.26009	13.75781	349.63266	-1.00497	1.63919	1.63267	0.28626
59.95315	12.13982	367.7625	-1.16844	1.79101	1.49633	0.23412
62.82279	10.1156	386.53542	-1.63755	1.92315	1.48609	0.25888
72.19437	8.46491	406.44158	-2.05458	3.07503	1.87488	0.22932
80.96324	5.5829	428.5435	-1.60749	3.88452	2.09277	0.30821
85.6339	0.20913	450.73004	-1.02461	3.81169	1.8732	0.31453
87.52201	-6.48717	473.30244	-0.5912	3.41228	1.66779	0.44264
89.62598	-11.40675	492.79552	-0.70542	3.11976	1.44645	0.41413
94.87903	-13.81409	512.41481	-0.43021	3.80009	1.66331	0.3276
99.47646	-12.72713	537.43873	-0.47767	4.492	1.57476	0.305
101.45724	-10.67764	566.61302	-0.59602	4.03298	1.83636	0.33225
109.90122	-7.78462	601.37574	-0.98292	5.35195	1.84105	0.27289
119.98924	-1.16551	639.70588	-2.24908	6.84774	1.65061	0.27089
124.4293	5.71874	676.29576	-2.6104	6.91271	1.62937	0.23209
125.96786	12.43793	708.45287	-2.40056	6.71233	1.68309	0.27621
128.12021	17.10817	736.82132	-1.7616	7.17588	1.74641	0.27524
131.17313	16.08255	763.89759	-0.2044	8.2903	1.94921	0.17603
131.53816	13.99209	788.66654	0.36805	8.26256	2.46143	0.22282
128.22278	13.09028	808.91881	-0.0374	7.2922	1.95338	0.26626
123.32797	11.68538	825.13306	-0.1067	7.2962	1.49426	0.2842
120.9459	11.99265	841.46585	-0.29603	8.82511	1.69702	0.30026
115.53815	13.41788	861.62585	-0.12783	9.42582	1.69594	0.28692
107.52265	13.9409	885.95206	0.3862	7.85843	2.26699	0.10774
101.87104	14.49137	911.45677	0.95754	6.4846	2.38963	0.36895
97.15451	16.33609	940.31676	1.18405	5.37874	2.15195	0.19146
92.56557	17.80914	966.88427	0.5158	5.02799	2.99276	0.47977
86.16928	12.62591	985.38165	-0.73066	4.17189	3.02802	0.33918
86.18839	5.54802	1001.88645	-2.04198	3.27584	2.61661	0.42753
88.66584	0.83988	1020.08349	-2.18019	1.75407	2.15522	0.33248
87.09999	-4.01192	1034.04306	-2.2092	0.12221	1.79909	0.55876
82.66675	-6.43914	1037.40797	-2.07279	-0.5581	2.34975	0.83096
80.84344	-10.62469	1035.29736	-1.49624	0.29093	3.90771	0.54529
83.01474	-16.14577	1030.08198	-1.04272	1.83683	4.44355	0.55495
87.73386	-18.75177	1027.32629	-0.70562	4.36036	3.67902	0.41555
88.1007	-20.01733	1025.73	-1.08966	5.29248	2.95883	0.38885
85.17253	-19.30537	1028.87319	-1.39528	4.46371	3.03543	0.42595
86.12366	-16.51494	1043.15402	-2.24691	4.64333	3.4032	0.43737
91.99234	-15.38389	1067.35514	-2.93886	4.65478	4.2313	0.45672
94.93188	-16.14338	1093.90442	-2.92356	2.96305	3.95512	0.64869
97.47896	-17.4516	1125.61388	-2.07037	2.80359	3.26675	0.29242
99.33572	-15.83149	1155.39527	-1.94071	2.04629	2.64042	0.33228
101.27517	-12.19447	1184.63407	-1.44694	2.22549	2.35417	0.68134
104.15309	-12.76947	1212.9027	-0.2769	1.72694	1.46375	0.58382
113.93154	-13.29119	1241.75545	0.33882	2.68471	-0.22606	0.63038
125.66781	-11.36316	1267.98174	0.2823	3.33012	-0.81568	0.53008
135.76722	-5.92542	1293.02856	-0.36973	3.13776	-2.1163	0.59205
142.48262	1.01077	1313.62974	-1.36428	2.13948	-3.33165	0.55538
